starttime	seconds	ctime	dtime	ttime	wait
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:05 2021	1613039405	9	48	56	47
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	1	55	56	55
Thu Feb 11 18:30:03 2021	1613039403	1	55	56	55
Thu Feb 11 18:30:05 2021	1613039405	3	53	56	53
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	55
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:04 2021	1613039404	1	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	1	56	56	55
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:05 2021	1613039405	3	54	56	54
Thu Feb 11 18:30:03 2021	1613039403	0	56	56	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	56	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	56	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	56	57	56
Thu Feb 11 18:30:05 2021	1613039405	9	48	57	48
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	56
Thu Feb 11 18:30:04 2021	1613039404	1	56	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	56
Thu Feb 11 18:30:04 2021	1613039404	1	56	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	1	56	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:05 2021	1613039405	10	47	57	47
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	4	53	57	52
Thu Feb 11 18:30:03 2021	1613039403	1	56	57	56
Thu Feb 11 18:30:02 2021	1613039402	16	41	57	41
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	2	55	57	55
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	1	56	57	56
Thu Feb 11 18:30:03 2021	1613039403	4	53	57	53
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	1	56	57	56
Thu Feb 11 18:30:04 2021	1613039404	19	38	57	38
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:05 2021	1613039405	10	47	57	47
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	56
Thu Feb 11 18:30:03 2021	1613039403	1	56	57	56
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:05 2021	1613039405	9	48	57	48
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	1	56	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:05 2021	1613039405	5	53	57	53
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	1	56	57	56
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	1	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:05 2021	1613039405	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:05 2021	1613039405	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	1	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	57	57
Thu Feb 11 18:30:03 2021	1613039403	1	57	58	57
Thu Feb 11 18:30:04 2021	1613039404	2	55	58	55
Thu Feb 11 18:30:04 2021	1613039404	0	57	58	57
Thu Feb 11 18:30:04 2021	1613039404	0	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	57
Thu Feb 11 18:30:03 2021	1613039403	5	53	58	53
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	57
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	5	53	58	53
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	57
Thu Feb 11 18:30:05 2021	1613039405	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	3	55	58	55
Thu Feb 11 18:30:04 2021	1613039404	0	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	2	56	58	56
Thu Feb 11 18:30:05 2021	1613039405	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	2	56	58	56
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	57
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	2	56	58	56
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	10	48	58	48
Thu Feb 11 18:30:05 2021	1613039405	6	52	58	52
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	1	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	1	57	58	57
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	2	56	58	56
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:02 2021	1613039402	16	42	58	42
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	57
Thu Feb 11 18:30:05 2021	1613039405	4	54	58	54
Thu Feb 11 18:30:05 2021	1613039405	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	2	56	58	56
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	7	51	58	51
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	1	57	58	57
Thu Feb 11 18:30:05 2021	1613039405	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	1	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	4	54	58	54
Thu Feb 11 18:30:04 2021	1613039404	2	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	1	57	58	57
Thu Feb 11 18:30:05 2021	1613039405	2	56	58	56
Thu Feb 11 18:30:05 2021	1613039405	3	55	58	55
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	2	57	58	57
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:02 2021	1613039402	17	42	58	42
Thu Feb 11 18:30:03 2021	1613039403	2	56	58	56
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	3	56	58	56
Thu Feb 11 18:30:04 2021	1613039404	1	57	58	57
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	2	56	58	56
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	57
Thu Feb 11 18:30:04 2021	1613039404	1	58	58	58
Thu Feb 11 18:30:05 2021	1613039405	6	53	58	53
Thu Feb 11 18:30:03 2021	1613039403	3	56	58	56
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	58	58
Thu Feb 11 18:30:04 2021	1613039404	0	58	59	58
Thu Feb 11 18:30:05 2021	1613039405	0	58	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	59	58
Thu Feb 11 18:30:03 2021	1613039403	3	56	59	56
Thu Feb 11 18:30:04 2021	1613039404	16	42	59	42
Thu Feb 11 18:30:04 2021	1613039404	0	58	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	58	59	58
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	58	59	58
Thu Feb 11 18:30:04 2021	1613039404	3	55	59	55
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	6	52	59	52
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	13	45	59	45
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	58
Thu Feb 11 18:30:05 2021	1613039405	0	58	59	58
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	58
Thu Feb 11 18:30:05 2021	1613039405	2	56	59	56
Thu Feb 11 18:30:04 2021	1613039404	0	58	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:02 2021	1613039402	16	42	59	42
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	5	54	59	54
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	1	58	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	58
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:02 2021	1613039402	17	42	59	42
Thu Feb 11 18:30:04 2021	1613039404	19	40	59	40
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	2	57	59	57
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	9	50	59	50
Thu Feb 11 18:30:03 2021	1613039403	1	58	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	1	58	59	58
Thu Feb 11 18:30:04 2021	1613039404	19	40	59	40
Thu Feb 11 18:30:04 2021	1613039404	16	43	59	43
Thu Feb 11 18:30:03 2021	1613039403	1	58	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	5	54	59	54
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	3	56	59	56
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	14	45	59	45
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	1	59	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	1	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:02 2021	1613039402	17	42	59	42
Thu Feb 11 18:30:03 2021	1613039403	1	58	59	58
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	58
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	58
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	6	53	59	53
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	4	55	59	55
Thu Feb 11 18:30:04 2021	1613039404	3	57	59	56
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	2	57	59	57
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	4	56	59	56
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	7	53	59	53
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	59	59
Thu Feb 11 18:30:05 2021	1613039405	4	55	59	55
Thu Feb 11 18:30:04 2021	1613039404	0	59	60	59
Thu Feb 11 18:30:04 2021	1613039404	0	59	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	59
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	59
Thu Feb 11 18:30:02 2021	1613039402	16	43	60	43
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	59
Thu Feb 11 18:30:03 2021	1613039403	3	56	60	56
Thu Feb 11 18:30:04 2021	1613039404	0	59	60	59
Thu Feb 11 18:30:05 2021	1613039405	4	56	60	56
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	59	60	59
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	59
Thu Feb 11 18:30:02 2021	1613039402	16	43	60	43
Thu Feb 11 18:30:03 2021	1613039403	0	59	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	59	60	59
Thu Feb 11 18:30:04 2021	1613039404	3	57	60	57
Thu Feb 11 18:30:04 2021	1613039404	0	59	60	59
Thu Feb 11 18:30:04 2021	1613039404	3	57	60	57
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	59
Thu Feb 11 18:30:03 2021	1613039403	1	59	60	59
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	3	57	60	57
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	1	59	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	1	59	60	59
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:04 2021	1613039404	14	46	60	46
Thu Feb 11 18:30:05 2021	1613039405	9	51	60	51
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
Thu Feb 11 18:30:03 2021	1613039403	0	60	60	60
Thu Feb 11 18:30:05 2021	1613039405	0	60	60	60
